,comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location,item_stolen,item_category,location_name,latitude,longitude
78,Secured electric scooter taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Bike Rack),3/6/26 12:00 PM to 6:00 PM,,2026-03-06 18:08:00-06:00,3/6/26,Spring,26-00271,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],e-scooter,Bikes & E-scooters,Regenstein Bike Rack,41.79148537,-87.59815254
79,2021 Acura taken from off-campus parking lot / Referred to CPD,Referred,Information / Motor Vehicle Theft,1526 E. 55th St. (Parking Lot),3/3/26 5:00 AM to 3:00 PM,,2026-03-03 15:01:00-06:00,3/3/26,Spring,2026-018817,"1526 E 55th St, Chicago, Il, 60615",[ 41.79546884 -87.5892945 ],car (acura 2021),Car & Car parts,Parking Lot,41.79546884,-87.5892945
80,A person took merchandise from the off-campus store without paying and was arrested by UCPD officer,Arrest,Theft,1554 E. 55th St. (Walgreens),3/3/26 13:41,,2026-03-03 13:42:00-06:00,3/3/26,Spring,26-00255,"1554 E 55th St, Chicago, Il, 60615",[ 41.79546163 -87.58928368],merchandise,Merchandise,Walgreens,41.79546163,-87.58928368
81,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1530 E. 53rd St. (Starbucks),3/2/26 16:25,,2026-03-02 16:27:00-06:00,3/2/26,Spring,2026-018537,"1530 E 53rd St, Chicago, Il, 60615",[ 41.79961345 -87.58796181],merchandise,Merchandise,Starbucks,41.79961345,-87.58796181
82,A subject took merchandise from the off-campus store without paying and was arrested by UCPD officer,Arrest,Theft,1554 E. 55th St. (Walgreens),3/2/26 10:50,,2026-03-02 10:51:00-06:00,3/2/26,Spring,26-00250,"1554 E 55th St, Chicago, Il, 60615",[ 41.79546163 -87.58928368],merchandise,Merchandise,Walgreens,41.79546163,-87.58928368
83,Secured bicycle taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Library Bike Rack),2/28/26 4:00 PM to 11:00 PM,,2026-03-01 10:05:00-06:00,3/1/26,Spring,26-00242,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],bike (secured),Bikes & E-scooters,Regenstein Library Bike Rack,41.79148537,-87.59815254
84,Delayed report - Secured bicycle taken,Open,Theft,5751 S. Woodlawn Ave.,1/30/26 to 1/31/26 2:00 PM to 2:00 PM,,2026-02-28 14:12:00-06:00,2/28/26,Winter,26-00237,"5751 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79007203 -87.59634796],bike (secured),Bikes & E-scooters,,41.79007203,-87.59634796
85,Wallet taken from unsecured parked vehicle,Open,Theft,1358 E. 58th St.,2/27/26 8:30 PM to 11:35 PM,,2026-02-27 23:35:00-06:00,2/27/26,Winter,26-00234,"1358 E 58th St, Chicago, Il, 60637",[ 41.78972093 -87.59290596],credit card/wallet,"Wallet, Credit cards, Cash",,41.78972093,-87.59290596
86,Unknown subject(s) broke into two work vans parked on the street off-campus and took tools / Referred to CPD,Referred,Information / Theft,4840 S. Greenwood Ave. (Public Way),2/27/26 2:10 PM to 3:05 PM,,2026-02-27 15:08:00-06:00,2/27/26,Winter,2026-017518,"4840 S Greenwood Ave, Chicago, Il, 60615",[ 41.80704303 -87.59929512],tools,Tools,Public Way,41.80704303,-87.59929512
87,A subject was detained for taking merchandise from the store without paying / Management declined prosecution,Ex. Cleared,Theft,970 E. 58th St. (UC Bookstore),2/26/26 14:15,,2026-02-26 14:20:00-06:00,2/26/26,Winter,26-00226,"970 E 58th St, Chicago, Il, 60637",[ 41.78958698 -87.60472689],merchandise,Merchandise,UC Bookstore,41.78958698,-87.60472689
88,Tools taken from work van parked on the street,Open,Theft,832 E. 59th St. (Public Way),2/25/26 5:00 AM to 8:50 AM,,2026-02-25 09:10:00-06:00,2/25/26,Winter,26-00219,"832 E 59th St, Chicago, Il, 60637",[ 41.78777543 -87.60424921],tools,Tools,Public Way,41.78777543,-87.60424921
89,Unknown subject took contractor's plumbing tools / Referred to CPD,Referred,Information / Theft,1448 E. 53rd St. (Public Way),2/24/26 14:40,,2026-02-24 15:24:00-06:00,2/24/26,Winter,2026-016525,"1448 W 53rd St, Chicago, Il, 60609",[ 41.79777746 -87.66136517],tools,Tools,Public Way,41.79777746,-87.66136517
90,A large valve was taken from construction site by unknown subject(s),Open,Theft,1160 E. 61st St. (Construction Site),2/18/26 to 2/24/26 2:00 PM to 10:00 AM,,2026-02-24 10:41:00-06:00,2/24/26,Winter,26-00216,"1160 E 61st St, Chicago, Il, 60637",[ 41.7842084  -87.59741988],tools,Tools,Construction Site,41.7842084,-87.59741988
91,Secured electric scooter taken from bike rack,Open,Theft,5530 S. Ellis Ave. (Ratner Bike Rack),2/23/26 1:30 PM to 4:00 PM,,2026-02-23 17:26:00-06:00,2/23/26,Winter,26-00214,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801],e-scooter,Bikes & E-scooters,Ratner Bike Rack,41.79444356,-87.60144801
92,Unknown subject(s) took package that was delivered to the off-campus apartment building / Referred to CPD,Referred,Information / Theft,S. Dorchester Ave. between E. 53rd St. and E. 54th St.,2/22/26 3:50 PM to 4:15 PM,,2026-02-22 22:34:00-06:00,2/22/26,Winter,2026-015989,"5320 South Dorchester Avenue, Chicago, Il 60615",[ 41.7986478 -87.59224  ],package,Packages & Food delivery,,41.7986478,-87.59224
93,"Unattended, unsecured AirPods taken from lounge",Open,Theft,1414 E. 59th St. (I-House),2/21/26 3:30 AM to 4:30 PM,,2026-02-21 17:27:00-06:00,2/21/26,Winter,26-00209,"1414 E 59th St, Chicago, Il, 60637",[ 41.78791518 -87.59109314],airpods,Tech,I-House,41.78791518,-87.59109314
94,"Unsecured, unattended iPad taken",Open,Theft,1100 E. 57th St. (Regenstein Library),2/19/26 5:00 PM to 9:00 PM,,2026-02-21 13:38:00-06:00,2/21/26,Winter,26-00207,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],ipad,Tech,Regenstein Library,41.79148537,-87.59815254
95,A bag containing a dress was taken from the lobby,Open,Theft,1005 E. 60th St. (Burton-Judson RH),2/20/26  3:45PM to 4:05 PM,,2026-02-20 17:48:00-06:00,2/20/26,Winter,26-00206,"1005 E 60th St, Chicago, Il, 60637",[ 41.78587286 -87.60103446],clothing,Clothing & Jewelry,Burton-Judson RH,41.78587286,-87.60103446
96,Four unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1544 E. 55th St. (Walgreens),2/20/26 17:00,,2026-02-20 17:04:00-06:00,2/20/26,Winter,2026-015326,"1544 W 55th St, Chicago, Il, 60609",[ 41.79410271 -87.66366985],merchandise,Merchandise,Walgreens,41.79410271,-87.66366985
97,Parked and secured 2026 Honda CRV taken from the street off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,5831 S. Stony Island Ave. (Public Way),2/20/26 15:44,,2026-02-20 14:23:00-06:00,2/20/26,Winter,2026-015288,"5831 S Stony Island Ave, Chicago, Il, 60649",[ 41.78916989 -87.58658476],car (honda 2026),Car & Car parts,Public Way,41.78916989,-87.58658476
98,Unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),2/19/26 14:30,,2026-02-19 14:36:00-06:00,2/19/26,Winter,2026-014964,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
99,Computer shipped via FedEx was taken,Open,Theft,6030 S. Ellis Ave. (Edelstone Hall),1/26/26 to 2/19/26 12:00 PM to 12:00 PM,,2026-02-19 12:44:00-06:00,2/19/26,Winter,26-00199,"6030 S Ellis Ave, Chicago, Il, 60637",[ 41.78535036 -87.60125539],package,Packages & Food delivery,Edelstone Hall,41.78535036,-87.60125539
100,Unknown suspect(s) took tools from a work van parked in the alley,Open,Theft,5555 S. Woodlawn Ave. (Alley),2/19/26 10:00,,2026-02-19 10:55:00-06:00,2/19/26,Winter,26-00197,"5555 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79356894 -87.59643   ],tools,Tools,Alley,41.79356894,-87.59643
101,Secured electric scooter taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Library Bike Rack),2/18/26 9:40 PM to 9:45 PM,,2026-02-18 21:48:00-06:00,2/18/26,Winter,26-00196,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],e-scooter,Bikes & E-scooters,Regenstein Library Bike Rack,41.79148537,-87.59815254
102,Unknown person took packages delivered to desk,Closed,Theft,1005 E. 60th St. (Burton-Judson RH),2/18/26 5:51 PM to 6:15 PM,,2026-02-18 18:58:00-06:00,2/18/26,Winter,26-00195,"1005 E 60th St, Chicago, Il, 60637",[ 41.78587286 -87.60103446],package,Packages & Food delivery,Burton-Judson RH,41.78587286,-87.60103446
103,A visitor took victim's Uber Eats food delivery / Suspect located by UCPD officer / Victim declined to press charges,Ex. Cleared,Theft,5656 S. Maryland Ave. (UCMED),2/18/16 17:01,,2026-02-18 17:48:00-06:00,2/18/26,Winter,26-00194,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297],food delivery,Packages & Food delivery,UCMED,41.7921342,-87.60503297
104,Secured electric scooter taken from bike rack,Open,Theft,1307 E. 60th St. (Keller Center Bicycle Rack),2/17/26 9:15 AM to 6:15 PM,,2026-02-17 18:19:00-06:00,2/17/26,Winter,26-00188,"1307 E 60th St, Chicago, Il, 60637",[ 41.78600877 -87.59433991],e-scooter,Bikes & E-scooters,Keller Center Bicycle Rack,41.78600877,-87.59433991
105,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),2/17/26 12:40,,2026-02-17 12:51:00-06:00,2/17/26,Winter,2026-014396,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
106,2024 Honda Accord taken from the street off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,850 E. 55th St. (Public Way),2/17/26 5:55 AM to 9:15 AM,,2026-02-17 12:34:00-06:00,2/17/26,Winter,2026-014392,"850 E 55th St, Chicago, Il, 60615",[ 41.79503721 -87.6049616 ],car (accord 2024),Car & Car parts,Public Way,41.79503721,-87.6049616
107,Unauthorized subject taking restaurant's discarded cooking oil was detained by UCPD officer,Closed,Theft,1501 E. 53rd St. (Pizza Capri),2/15/26 23:50,,2026-02-16 00:01:00-06:00,2/16/26,Winter,26-00179,"1501 E 53rd St, Chicago, Il, 60615",[ 41.79948986 -87.58901541],restaurant's discarded cooking oil,Miscellaneous,Pizza Capri,41.79948986,-87.58901541
108,Property taken from vehicle parked in the alley off-campus / Referred to CPD,Referred,Information / Theft,5738 S. Kenwood Ave. (Alley),2/13/26 to 2/14/26 5:00 PM to 1:55 PM,,2026-02-14 13:28:00-06:00,2/14/26,Winter,2026-013587,"5738 S Kenwood Ave, Chicago, Il, 60637",[ 41.7905882  -87.59327437],?,Unspecified - `Property`,Alley,41.7905882,-87.59327437
109,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),2/14/26 8:40,,2026-02-14 08:48:00-06:00,2/14/26,Winter,2026-013526,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
110,Delivered groceries were taken from lobby,Open,Theft,5500 S. University Ave. (Campus North RH),2/13/26 2:00 PM to 3:00 PM,,2026-02-13 17:23:00-06:00,2/13/26,Winter,26-00168,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ],food delivery,Packages & Food delivery,Campus North RH,41.79501825,-87.5981983
111,Unknown subject took victim's unsecured vehicle off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,5300 S. Lake Park Ave. (Public Way),2/13/26 7:13,,2026-02-13 09:04:00-06:00,2/13/26,Winter,2026-013176,"5300 S Lake Park Ave, Chicago, Il, 60615",[ 41.79950162 -87.58737772],car,Car & Car parts,Public Way,41.79950162,-87.58737772
112,Cash taken from victim's room,Open,Theft,5815 S. Maryland Ave. (Mitchell Hospital),2/10/26 to 2/13/26 2:00 PM to 8:20 AM,,2026-02-13 09:03:00-06:00,2/13/26,Winter,26-00165,"5815 S Maryland Ave, Chicago, Il, 60637",[ 41.78922352 -87.60487504],credit card/wallet,"Wallet, Credit cards, Cash",Mitchell Hospital,41.78922352,-87.60487504
113,Bicycle taken from bike room in off-campus apartment building / Referred to CPD,Referred,Information / Theft,5220 S. Kenwood Ave.,December 2025 Date/Time unknown,,2026-02-12 16:16:00-06:00,2/12/26,Winter,2026-012973,"5220 S Kenwood Ave, Chicago, Il, 60615",[ 41.8003413  -87.59324477],bike,Bikes & E-scooters,,41.8003413,-87.59324477
114,Unknown suspect took victim's cell phone from vehicle parked on the street off-campus / CPD case,CPD,Information / Theft,4830 S. Drexel Ave. (Public Way),2/11/26 15:35,,2026-02-11 15:37:00-06:00,2/11/26,Winter,2026-012681,"4830 S Drexel Blvd, Chicago, Il, 60615",[ 41.80715755 -87.60439714],phone,Tech,Public Way,41.80715755,-87.60439714
115,A subject took merchandise from the off-campus store without paying and was detained by UCPD officer / Management declined prosecution,Ex. Cleared,Theft,1554 E. 55th St. (Walgreens),2/10/26 19:51,,2026-02-10 19:52:00-06:00,2/10/26,Winter,26-00155,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
116,2022 Honda taken from street off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,1319 E. 55th St.,2/9/26 to 2/10/26 9:00 PM to 7:00 AM,,2026-02-10 08:14:00-06:00,2/10/26,Winter,2026-012269,"1319 E 55th St, Chicago, Il, 60637",[ 41.79500786 -87.59308823],car (honda 2022),Car & Car parts,,41.79500786,-87.59308823
117,2021 Honda taken by unknown person(s) off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,1313 E. 55th St. (Alley),2/9/26 4:00 PM to 7:45 PM,,2026-02-09 20:15:00-06:00,2/9/26,Winter,2026-012100,"1313 E 55th St, Chicago, Il, 60637",[ 41.79501306 -87.59317297],car (honda 2021),Car & Car parts,Alley,41.79501306,-87.59317297
118,Bookbag taken from unsecured locker,Open,Theft,5530 S. Ellis Ave. (Ratner A.C.),2/9/26 5:00 PM to 6:20 PM,,2026-02-09 18:40:00-06:00,2/9/26,Winter,26-00149,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801],bag,Bags,Ratner A.C.,41.79444356,-87.60144801
119,Delayed Report - Wallet taken by unknown person / Unauthorized credit/debit card usage reported,Open,Theft,1100 E. 57th St. (Regenstein),12/9/25 5:00 PM to 6:00 PM,,2026-02-09 12:47:00-06:00,2/9/26,Winter,26-00147,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],credit card/wallet,"Wallet, Credit cards, Cash",Regenstein,41.79148537,-87.59815254
120,"Unattended, unsecured wallet taken",Open,Theft,5607 S. University Ave. (Reynolds Club),2/6/26 to 2/7/26 11:00 PM to 12:30 AM,,2026-02-07 14:35:00-06:00,2/7/26,Winter,26-00139,"5607 S University Ave, Chicago, Il, 60637",[ 41.79308665 -87.59803839],credit card/wallet,"Wallet, Credit cards, Cash",Reynolds Club,41.79308665,-87.59803839
121,Secured electric scooter taken from bike rack,Open,Theft,5530 S. Ellis Ave. (Ratner),2/7/26 7:25 AM to 9:45 AM,,2026-02-07 09:50:00-06:00,2/7/26,Winter,26-00134,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801],e-scooter,Bikes & E-scooters,Ratner,41.79444356,-87.60144801
122,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),2/6/26 12:45,,2026-02-06 12:47:00-06:00,2/6/26,Winter,2026-011251,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
123,"While owner was making a food delivery off-campus, unknown suspect(s) took his parked 2014 Nissan / CPD case JK139949",CPD,Information / Motor Vehicle Theft,5426 S. Ingleside Ave. (Public Way),2/6/26 4:05,,2026-02-06 04:12:00-06:00,2/6/26,Winter,2026-011145,"5426 S Ingleside Ave, Chicago, Il, 60615",[ 41.79713717 -87.60285247],car (nissan 2014),Car & Car parts,Public Way,41.79713717,-87.60285247
124,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),2/4/26 16:35,,2026-02-04 16:37:00-06:00,2/4/26,Winter,2026-010717,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
125,"Cash taken from wallet left in unattended, unsecured bookbag",Open,Theft,5700 S. Maryland Ave. (CCD),2/2/26 5:00 PM to 9:45 PM,,2026-02-03 12:55:00-06:00,2/3/26,Winter,26-00121,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721],cash,"Wallet, Credit cards, Cash",CCD,41.7903992,-87.60501721
126,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),2/2/26 13:00,,2026-02-02 13:12:00-06:00,2/2/26,Winter,2026-010128,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
127,An individual took clothing from a theater dressing room / Suspect located by UCPD officer / Victims declined prosecution / Suspect transported to UCMED by CFD EMS for mental evaluation,Ex. Cleared,Theft,5706 S. University Ave. (Reynolds Club),1/31/26 9:30 PM to 9:55 PM,,2026-01-31 21:59:00-06:00,1/31/26,Winter,26-00116,"5706 S University Ave, Chicago, Il, 60637",[ 41.79126654 -87.59814716],clothing,Clothing & Jewelry,Reynolds Club,41.79126654,-87.59814716
128,Coat taken from office,Open,Theft,1118 E. 58th St. (Eckhart Hall),1/30/26 2:00 PM to 6:00 PM,,2026-01-30 19:23:00-06:00,1/30/26,Winter,26-00113,"1118 E 58th St, Chicago, Il, 60637",[ 41.78967746 -87.59703754],clothing,Clothing & Jewelry,Eckhart Hall,41.78967746,-87.59703754
129,DoorDash food delivered to lobby taken by unknown person,Open,Theft,1156 E. 61st St. (S. Woodlawn Ave. RC),1/28/26 8:39 PM to 9:39 PM,,2026-01-30 17:22:00-06:00,1/30/26,Winter,26-00112,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ],food delivery,Packages & Food delivery,S. Woodlawn Ave. RC,41.78420791,-87.5974474
130,Espresso machine taken from 2nd floor lounge,Open,Theft,1307 E. 60th St. (Keller Center),1/27/26 to 1/28/26 6:00 PM to 7:30 PM,,2026-01-29 12:07:00-06:00,1/29/26,Winter,26-00107,"1307 E 60th St, Chicago, Il, 60637",[ 41.78600877 -87.59433991],espresso machine,Miscellaneous,Keller Center,41.78600877,-87.59433991
131,2019 Volvo parked on the street off-campus was taken by unknown person(s) / Referred to CPD,Referred,Information / Motor Vehicle Theft,1700 E. 57th St. (Public Way),1/28/26 12:00 pm to 2:30 PM,,2026-01-29 11:02:00-06:00,1/29/26,Winter,2026-008836,"1700 W 57th St, Chicago, Il, 60636",[ 41.79041546 -87.66699659],car (volvo 2019),Car & Car parts,Public Way,41.79041546,-87.66699659
132,Wallet taken from unlocked vehicle parked in the lot off-campus / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (S. Hyde Park Blvd. Shopping Center Lot),1/28/26 5:30 PM to 5:45 PM,,2026-01-28 18:10:00-06:00,1/28/26,Winter,2026-008663,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],credit card/wallet,"Wallet, Credit cards, Cash",S. Hyde Park Blvd. Shopping Center Lot,41.79409491,-87.66382574
